Day,BingSearch_PaidSearchBrand_MediaCost,Criteo_Prospecting_MediaCost,Criteo_Retargeting_MediaCost,DV360_Prospecting_MediaCost,DV360_Retargeting_MediaCost,Facebook_MediaCost,GoogleSearch_PaidSearchBrand_MediaCost,GoogleSearch_PaidSearchNonBrand_MediaCost,GoogleSearch_ShoppingAdsBrandNonBrand_MediaCost,Influential_Conversions_MediaCost,Influential_SiteTraffic_MediaCost,Snapchat_AddToCartYoungAdults_MediaCost,Snapchat_Awareness_MediaCost,Snapchat_Conversions_MediaCost,Snapchat_ConversionsSnapAds_MediaCost,Snapchat_ConversionsYoungAdults_MediaCost,Snapchat_Traffic_MediaCost,Snapchat_VideoViewsYoungAdults_MediaCost,TheTradeDesk_Prospecting_MediaCost,TheTradeDesk_Retargeting_MediaCost,YouTube_Prospecting_MediaCost,YouTube_Retargeting_MediaCost,BingSearch_PaidSearchBrand_Impressions,Criteo_Prospecting_Impressions,Criteo_Retargeting_Impressions,DV360_Prospecting_Impressions,DV360_Retargeting_Impressions,Facebook_Impressions,GoogleSearch_PaidSearchBrand_Impressions,GoogleSearch_PaidSearchNonBrand_Impressions,GoogleSearch_ShoppingAdsBrandNonBrand_Impressions,Influential_Conversions_Impressions,Influential_SiteTraffic_Impressions,Snapchat_AddToCartYoungAdults_Impressions,Snapchat_Awareness_Impressions,Snapchat_Conversions_Impressions,Snapchat_ConversionsSnapAds_Impressions,Snapchat_ConversionsYoungAdults_Impressions,Snapchat_Traffic_Impressions,Snapchat_VideoViewsYoungAdults_Impressions,TheTradeDesk_Prospecting_Impressions,TheTradeDesk_Retargeting_Impressions,YouTube_Prospecting_Impressions,YouTube_Retargeting_Impressions,Orders,holiday
2021-10-29,46.28,0.0,0.0,0.0,0.0,192.38,255.91000000000003,128.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,10437.0,697.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0
2021-10-30,19.160000000000004,0.0,0.0,0.0,0.0,202.54000000000002,290.28,151.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,10639.0,713.0,1336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0
2021-10-31,14.58,0.0,0.0,0.0,0.0,235.819999,304.28,182.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,14905.0,733.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0
2021-11-01,36.83,0.0,0.0,427.4299999999998,135.62,0.0,424.36,187.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,149980.0,10184.0,0.0,1018.0,1609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0
2021-11-02,52.43000000000001,0.0,0.0,1069.8900000000003,262.96,716.4600009999999,383.07,151.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,366080.0,17988.0,39441.0,895.0,1683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
2021-11-03,50.61,1281.0224656429,94.36628720270001,954.3700000000001,233.92,830.659995,382.45000000000005,209.42000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,2946757.0,133034.0,218787.0,16910.0,52900.0,949.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
2021-11-04,29.190000000000005,1205.7117265856,152.806608306,679.03,230.92999999999995,731.8100009999999,465.48,245.92000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2891189.0,183743.0,175242.0,17487.0,43813.0,1019.0,1826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0
2021-11-05,35.010000000000005,0.0600528852,174.1303977283,747.0899999999999,196.52000000000004,832.6499990000001,266.77,164.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,191.0,172549.0,179085.0,15162.0,45584.0,775.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0
2021-11-06,19.24,0.0,89.7455835456,649.24,162.29000000000002,786.469999,337.05,198.29000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,136107.0,151852.0,13092.0,44112.0,824.0,1601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0
2021-11-07,29.94,0.0,49.4728643007,687.14,188.6,486.43999999999994,437.09000000000003,292.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,104637.0,180594.0,15017.0,30373.0,948.0,2979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0
2021-11-08,38.95,0.0,0.1754730268,1224.6399999999999,218.16999999999993,346.120003,379.95,278.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,992.0,228932.0,15077.0,23225.0,988.0,2670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0
2021-11-09,28.379999999999995,0.0,0.0,1212.5900000000001,254.31000000000006,522.039999,373.01,394.97999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,203123.0,15555.0,31880.0,891.0,2822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
2021-11-10,39.65,0.0,0.0,831.4299999999998,210.52000000000004,447.409997,277.64,274.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,215690.0,13125.0,26431.0,721.0,2405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
2021-11-11,25.740000000000002,0.0,0.0,918.6299999999999,221.40000000000003,352.870003,322.89,269.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,236879.0,13612.0,21483.0,765.0,2906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
2021-11-12,23.04,0.0,0.0,822.4,170.99,367.66000099999997,238.7,275.95000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,209323.0,10562.0,17600.0,745.0,2146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0
2021-11-13,26.34,0.0,0.0,964.3900000000003,159.68,509.77,381.43,336.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,208437.0,10481.0,27097.0,826.0,2729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0
2021-11-14,35.49,0.0,0.0,1238.2800000000002,192.48000000000002,605.29,350.16999999999996,383.54999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,252462.0,12260.0,34268.0,885.0,3338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0
2021-11-15,28.5,0.0,0.0,1158.7399999999998,198.01999999999998,460.41,366.05,330.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,218336.0,11781.0,25186.0,921.0,2931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0
2021-11-16,32.3,0.0,0.0,972.4599999999999,201.01,938.5499940000001,352.37,180.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,190353.0,10993.0,93321.0,980.0,2183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
2021-11-17,46.75,0.0,0.0,1037.3299999999997,167.25,1256.7999980000002,338.46000000000004,159.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,235091.0,8405.0,123201.0,940.0,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
2021-11-18,41.56,0.0,0.0,973.4499999999998,156.51999999999998,531.0799999999999,295.39,163.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,208072.0,7582.0,44667.0,899.0,1419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
2021-11-19,57.209999999999994,0.0,0.0,818.74,125.14999999999999,327.210003,223.07,107.53999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,165845.0,6259.0,21541.0,802.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0
2021-11-20,24.810000000000002,0.0,0.0,1009.8900000000001,148.73,469.31,237.48,140.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,223305.0,7200.0,30012.0,710.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0
2021-11-21,31.020000000000003,0.0,0.0,1076.38,182.64,433.95,231.26,176.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,248469.0,9012.0,30282.0,868.0,1731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
2021-11-22,70.55,0.0,0.0,1029.37,205.08999999999997,531.35,222.46,144.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,227581.0,12020.0,31642.0,844.0,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0
2021-11-23,51.57,0.0,0.0,902.7199999999998,213.77,480.84999999999997,346.07,179.56999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,181579.0,11805.0,24394.0,874.0,1478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
2021-11-24,65.38,0.0,0.0,943.51,185.68,304.140001,256.83000000000004,150.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,218041.0,9607.0,12791.0,792.0,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0
2021-11-25,87.63999999999999,0.0,0.0,941.8100000000002,226.54000000000002,465.82000000000005,249.4,128.35999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,206475.0,10295.0,17173.0,866.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0
2021-11-26,96.21,0.0,0.0,848.9899999999999,191.24,568.29,363.96000000000004,159.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,182662.0,8317.0,17719.0,1093.0,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0
2021-11-27,95.63,0.0,0.0,970.3599999999999,202.20000000000002,413.39000000000004,292.37,136.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,213475.0,8504.0,13575.0,881.0,1449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0
2021-11-28,117.82,0.0,0.0,1553.8,237.98999999999998,439.13,390.62,252.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,297616.0,11305.0,14893.0,968.0,2101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0
2021-11-29,106.22,0.0,0.0,914.0399999999997,225.72999999999996,239.28,458.26,314.95000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,193285.0,11404.0,8684.0,1108.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0
2021-11-30,58.68,0.0,0.0,908.4799999999999,226.32,462.68000100000006,337.59000000000003,379.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,210916.0,12045.0,20094.0,921.0,2093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
2021-12-01,76.17,0.0,0.0,902.79,172.72,424.850001,380.22,301.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,256027.0,11258.0,21035.0,943.0,2315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0
2021-12-02,36.75,0.0,0.0,896.8799999999999,184.7,254.09,317.85,356.57000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,259778.0,10745.0,12973.0,863.0,2269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0
2021-12-03,9.370000000000001,0.0,0.0,891.4000000000001,136.85000000000002,301.53000000000003,229.56,235.33999999999997,0.0,1743.179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,243839.0,8070.0,17062.0,780.0,2367.0,0.0,80657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0
2021-12-04,39.93000000000001,0.0,0.0,885.5899999999999,130.64,401.010001,323.73,284.1,0.0,2527.540003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,241859.0,7600.0,21278.0,795.0,2416.0,0.0,129451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0
2021-12-05,39.28,0.0,0.0,879.6600000000001,143.8,484.66999799999996,417.46,299.56,0.0,2644.4999980000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,237032.0,8693.0,25900.0,959.0,2951.0,0.0,150231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0
2021-12-06,62.23,0.0,0.0,873.4799999999998,227.52000000000004,363.69999900000005,382.53,340.0,0.0,2754.490004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,224763.0,13881.0,21662.0,940.0,2724.0,0.0,164846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0
2021-12-07,22.14,0.0,0.0,685.6499999999999,217.29999999999995,288.190005,388.28,289.04,0.0,2706.270001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,168221.0,12447.0,17511.0,993.0,2332.0,0.0,135376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0
2021-12-08,30.75,0.0,0.0,558.66,177.12,238.839997,319.46000000000004,279.98,0.0,2737.8000030000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,134640.0,10328.0,13493.0,845.0,2317.0,0.0,137237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0
2021-12-09,36.05,0.0,0.0,523.27,185.77000000000004,392.069999,305.1,268.71,0.0,2767.540003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,124308.0,10409.0,15879.0,818.0,2414.0,0.0,133135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0
2021-12-10,39.47,0.0,0.0,642.5899999999999,152.77999999999997,564.630003,299.03,199.92,0.0,2766.009998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,144384.0,8937.0,21408.0,833.0,2371.0,0.0,135228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0
2021-12-11,22.419999999999995,0.0,0.0,630.6099999999998,160.97,576.1299960000001,320.78,201.02999999999997,0.0,2743.2600010000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,142930.0,9282.0,23449.0,728.0,2239.0,0.0,155392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0
2021-12-12,31.940000000000005,0.0,0.0,649.88,155.09999999999997,420.839996,341.93,213.20999999999998,0.0,2766.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,146339.0,8989.0,17437.0,848.0,2583.0,0.0,159013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0
2021-12-13,47.959999999999994,0.0,0.0,746.6199999999995,178.28,469.500003,291.75,183.40000000000003,0.0,2673.4399970000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,164166.0,10438.0,26293.0,845.0,1775.0,0.0,141682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0
2021-12-14,24.08,0.0,0.0,874.6500000000001,167.49,694.7500000000001,210.65,86.44999999999999,0.0,2649.689999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,214893.0,9816.0,35058.0,741.0,1389.0,0.0,130711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
2021-12-15,24.66,0.0,0.0,791.77,202.16999999999993,483.88,240.93,61.209999999999994,0.0,2707.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,209175.0,10086.0,19658.0,700.0,1123.0,0.0,156966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
2021-12-16,29.18,0.0,0.0,812.9400000000002,222.13,574.359999,219.98000000000002,106.9,0.0,2686.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,211487.0,11239.0,18783.0,821.0,955.0,0.0,136248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0
2021-12-17,58.46,0.0,0.0,718.2800000000001,204.64000000000004,836.6299989999999,206.22,58.919999999999995,0.0,2679.379998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,185105.0,9807.0,32053.0,682.0,863.0,0.0,128089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
2021-12-18,21.73,0.0,0.0,779.1099999999999,210.61,686.8000000000001,247.56,57.44999999999999,0.0,2617.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,198612.0,9814.0,27673.0,730.0,993.0,0.0,149518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0
2021-12-19,5.800000000000001,0.0,0.0,775.5699999999999,217.32000000000005,848.39,298.33000000000004,113.62,0.0,2762.730001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,191286.0,10240.0,33946.0,726.0,1149.0,0.0,184417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0
2021-12-20,41.03,0.0,0.0,814.91,216.33999999999997,418.35,287.4,108.19,0.0,2755.9300009999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,203122.0,9674.0,18422.0,758.0,1159.0,0.0,173996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0
2021-12-21,53.870000000000005,0.0,0.0,792.4799999999993,249.07000000000005,776.3399999999999,278.01,105.07999999999998,0.0,1622.86,2380.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,189642.0,11256.0,33624.0,807.0,1159.0,0.0,107830.0,151849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0
2021-12-22,34.480000000000004,0.0,0.0,801.97,249.54999999999995,1112.26,241.24,48.790000000000006,0.0,814.53,3551.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,198558.0,10902.0,59146.0,784.0,1365.0,0.0,54586.0,218171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
2021-12-23,23.509999999999998,0.0,0.0,776.68,247.98,1070.3600020000001,169.22,39.64000000000001,0.0,811.4099999999999,3542.599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,198047.0,11329.0,64303.0,629.0,1046.0,0.0,51293.0,198663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0
2021-12-24,37.44,0.0,0.0,638.9900000000001,220.48999999999995,802.0899999999999,115.28999999999999,54.13,0.0,796.14,3488.5300009999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,159061.0,9780.0,48071.0,464.0,807.0,0.0,52704.0,181629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1
2021-12-25,28.740000000000002,0.0,0.0,668.67,222.76000000000002,944.109998,177.68999999999997,57.36,0.0,799.650001,3352.8199990000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,149030.0,10167.0,62719.0,525.0,877.0,0.0,58587.0,202625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1
2021-12-26,40.78,0.0,0.0,776.0999999999999,249.38000000000005,1207.49,418.17,127.57000000000001,0.0,833.670001,3643.9799999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,173238.0,10573.0,54385.0,936.0,1441.0,0.0,48529.0,211581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0
2021-12-27,18.78,0.0,0.0,756.3199999999997,166.01000000000002,1438.380001,258.67,62.03999999999999,0.0,830.65,3629.9199999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,177712.0,7285.0,58736.0,726.0,1444.0,0.0,49601.0,213897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,61.0,0.0,0.0,11,1
2021-12-28,19.94,0.0,0.0,632.4100000000001,264.61,2027.08,286.45000000000005,162.63,0.0,831.31,3627.990002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,146956.0,12367.0,70985.0,701.0,1708.0,0.0,55989.0,222713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,0
2021-12-29,58.11,0.0,0.0,611.93,255.79,1451.5899999999997,258.75,113.76,0.0,827.8000000000001,3593.329999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,140319.0,12024.0,55138.0,588.0,1342.0,0.0,53367.0,206060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18,0
2021-12-30,36.660000000000004,0.0,0.0,579.9099999999999,245.76000000000005,630.87,200.24,130.43,0.0,827.35,3580.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,138709.0,11532.0,30911.0,600.0,1180.0,0.0,52708.0,211620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0
2021-12-31,13.75,0.0,0.0,561.6700000000001,233.61,503.01,192.78,101.77,0.0,820.5700019999999,3548.8100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,134964.0,12893.0,28568.0,465.0,965.0,0.0,65010.0,231017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1
