Amazon_Prospecting_MediaCost,BingSearch_PaidSearchBrand_MediaCost,BingSearch_PaidSearchNonBrand_MediaCost,BingSearch_ShoppingAdsBrandNonBrand_MediaCost,CTV_Awareness_MediaCost,Criteo_Prospecting_MediaCost,Criteo_Retargeting_MediaCost,DV360_Prospecting_MediaCost,DV360_Retargeting_MediaCost,Facebook_MediaCost,GoogleSearch_NativeDiscoveryAds_MediaCost,GoogleSearch_PaidSearchBrand_MediaCost,GoogleSearch_PaidSearchNonBrand_MediaCost,GoogleSearch_ShoppingAdsBrandNonBrand_MediaCost,Influential_Awareness_MediaCost,Influential_Conversions_MediaCost,LinearTV_Awareness_MediaCost,Pinterest_Prospecting_MediaCost,Pinterest_Retargeting_MediaCost,Radio_Awareness_MediaCost,Snapchat_AddtoCartTeens_MediaCost,Snapchat_AddtoCartYoungAdults_MediaCost,Snapchat_Awareness_MediaCost,Snapchat_Conversions_MediaCost,Snapchat_ConversionsTeens_MediaCost,Snapchat_ConversionsYoungAdults_MediaCost,Snapchat_VideoViewsTeens_MediaCost,Snapchat_VideoViewsYoungAdults_MediaCost,TheTradeDesk_Prospecting_MediaCost,TheTradeDesk_Retargeting_MediaCost,Tinder_Prospecting_MediaCost,Twitch_Prospecting_MediaCost,YouTube_Prospecting_MediaCost,YouTube_Retargeting_MediaCost,Amazon_Prospecting_Impressions,BingSearch_PaidSearchBrand_Impressions,BingSearch_PaidSearchNonBrand_Impressions,BingSearch_ShoppingAdsBrandNonBrand_Impressions,CTV_Awareness_Impressions,Criteo_Prospecting_Impressions,Criteo_Retargeting_Impressions,DV360_Prospecting_Impressions,DV360_Retargeting_Impressions,Facebook_Impressions,GoogleSearch_NativeDiscoveryAds_Impressions,GoogleSearch_PaidSearchBrand_Impressions,GoogleSearch_PaidSearchNonBrand_Impressions,GoogleSearch_ShoppingAdsBrandNonBrand_Impressions,Influential_Awareness_Impressions,Influential_Conversions_Impressions,LinearTV_Awareness_Impressions,Pinterest_Prospecting_Impressions,Pinterest_Retargeting_Impressions,Radio_Awareness_Impressions,Snapchat_AddtoCartTeens_Impressions,Snapchat_AddtoCartYoungAdults_Impressions,Snapchat_Awareness_Impressions,Snapchat_Conversions_Impressions,Snapchat_ConversionsTeens_Impressions,Snapchat_ConversionsYoungAdults_Impressions,Snapchat_VideoViewsTeens_Impressions,Snapchat_VideoViewsYoungAdults_Impressions,TheTradeDesk_Prospecting_Impressions,TheTradeDesk_Retargeting_Impressions,Tinder_Prospecting_Impressions,Twitch_Prospecting_Impressions,YouTube_Prospecting_Impressions,YouTube_Retargeting_Impressions,Orders,holiday
0.0,527.5799999999999,39.510000000000005,59.36,0.0,0.0,0.0,0.0,0.0,15155.590013,0.0,5335.219999999997,1260.7900000000006,5264.390844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.826387,1000.072733,0.0,5589.0,3091.0,4921.0,0.0,0.0,0.0,0.0,0.0,1011210.0,0.0,11514.0,15307.0,650038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23153.0,76810.0,649,0
0.0,732.6000000000001,41.050000000000004,84.48,0.0,0.0,0.0,0.0,0.0,14170.630011999998,0.0,6371.970000000002,1478.4300000000005,5964.134407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.33125799999999,1009.4278959999999,0.0,6112.0,3023.0,4993.0,0.0,0.0,0.0,0.0,0.0,928697.0,0.0,13372.0,20011.0,750535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24751.0,77252.0,800,0
0.0,801.8,69.52000000000001,88.54,0.0,0.0,0.0,7994.72,93.45999999999998,15125.740015,0.0,6572.910000000001,1373.43,5345.536576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.066412,1008.6913030000001,0.0,7864.0,3581.0,6278.0,0.0,0.0,0.0,1924383.0,6058.0,933860.0,0.0,14193.0,17377.0,704246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18115.0,75852.0,741,0
0.0,815.7299999999999,68.28000000000002,82.12,0.0,0.0,0.0,13943.779999999999,2971.5599999999995,9444.810003999999,0.0,5653.299999999999,1225.6899999999998,5176.472008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.896959,563.039382,0.0,8454.0,3563.0,6619.0,0.0,0.0,0.0,2782125.0,191947.0,199780.0,0.0,13091.0,15312.0,680439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12098.0,38427.0,646,0
0.0,880.9799999999998,49.72,30.51,0.0,0.0,0.0,13877.990000000002,3071.6999999999994,0.0,0.0,5845.129999999999,1071.96,5692.313185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7353.0,3442.0,2245.0,0.0,0.0,0.0,2148012.0,195985.0,0.0,0.0,12812.0,14923.0,693984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645,0
0.0,1199.6,65.38999999999999,91.41,0.0,0.0,0.0,13545.640000000001,2678.2100000000005,1399.5199999999998,0.0,6043.2,945.3099999999998,5329.967704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16142.0,3756.0,5829.0,0.0,0.0,0.0,1822074.0,164309.0,44700.0,0.0,12294.0,12803.0,643825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,0
0.0,726.87,47.550000000000004,65.85,0.0,0.0,0.0,13019.27,2328.48,5145.869999000001,0.0,4897.39,742.4799999999998,5012.902857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.197396,0.0,12228.0,3399.0,4256.0,0.0,0.0,0.0,3631285.0,144893.0,180656.0,0.0,11204.0,10227.0,617929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31937.0,627,0
0.0,769.5999999999996,46.65,62.99,0.0,0.0,0.0,9292.86,1902.9900000000002,5923.0700099999995,0.0,4844.019999999999,980.6999999999997,4983.47491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969.1181370000002,0.0,12272.0,3321.0,3415.0,0.0,0.0,0.0,2905420.0,119088.0,203453.0,0.0,9744.0,10618.0,615878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86148.0,525,0
0.0,819.5700000000002,67.32999999999997,92.67,0.0,0.0,0.0,9620.87,2004.4899999999996,5729.000007000001,0.0,5462.120000000001,1408.3300000000002,5554.947476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.946279,0.0,9313.0,4126.0,3671.0,0.0,0.0,0.0,3516733.0,120856.0,211017.0,0.0,11077.0,15684.0,689890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66577.0,678,0
0.0,1481.0300000000004,88.24999999999997,99.69,0.0,0.0,0.0,13489.07,2148.04,5456.259996000002,0.0,5704.25,1062.5100000000002,5831.322383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.139963,0.0,17216.0,3370.0,5862.0,0.0,0.0,0.0,3335673.0,128922.0,202126.0,0.0,12472.0,13821.0,655907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70641.0,617,0
0.0,1410.37,88.14999999999999,101.45,0.0,0.0,0.0,10046.97,1944.9400000000003,7364.670008000001,0.0,4890.099999999999,1446.5399999999993,5272.022263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103.945223,0.0,13661.0,3399.0,6615.0,0.0,0.0,0.0,2529379.0,115727.0,338483.0,0.0,11515.0,15224.0,633165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70278.0,642,0
0.0,1391.1199999999994,85.11000000000001,112.5,0.0,0.0,0.0,17339.83,1821.7799999999997,6125.400011,0.0,4937.150000000001,1363.5399999999997,5690.060117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.385755,0.0,14858.0,3740.0,6580.0,0.0,0.0,0.0,4363302.0,109379.0,274814.0,0.0,11429.0,14573.0,659709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57814.0,628,0
0.0,956.7199999999998,79.79,118.32,0.0,0.0,0.0,15621.629999999997,1720.6100000000001,5512.7800019999995,0.0,4473.52,774.0400000000001,5400.355064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.7315269999999,0.0,12236.0,4731.0,5614.0,0.0,0.0,0.0,4415349.0,103235.0,310217.0,0.0,10271.0,10705.0,622425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58590.0,580,0
0.0,560.43,97.68999999999998,96.56,0.0,0.0,0.0,10054.539999999999,1741.1200000000001,5190.820004,0.0,3561.1199999999994,727.3299999999999,5276.396116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.077179,0.0,9006.0,4907.0,5615.0,0.0,0.0,0.0,3245822.0,99857.0,246870.0,0.0,8984.0,8846.0,557639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42357.0,531,0
0.0,390.72,31.96,65.74,0.0,0.0,0.0,7086.0,1543.4299999999998,5707.109999,0.0,3731.35,906.97,4977.942731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.356374,0.0,6528.0,2905.0,4497.0,0.0,0.0,0.0,2483324.0,84756.0,265770.0,0.0,8206.0,7744.0,548753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66662.0,498,0
0.0,495.75999999999993,50.160000000000004,100.99,0.0,0.0,0.0,7042.929999999999,1563.63,7163.089986000001,0.0,4702.870000000001,990.1799999999996,5467.55174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.076092,0.0,7698.0,3020.0,5568.0,0.0,0.0,0.0,2678247.0,85503.0,332919.0,0.0,9101.0,8831.0,602652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58602.0,638,0
0.0,550.2000000000002,62.440000000000005,112.94,0.0,0.0,0.0,7846.659999999998,1658.93,7417.580002999999,0.0,5265.84,859.2200000000001,5323.507217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.3420529999999,0.0,8833.0,3264.0,7349.0,0.0,0.0,0.0,2764613.0,93602.0,379686.0,0.0,10935.0,9341.0,631687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60547.0,594,0
0.0,632.9800000000002,57.56999999999999,89.22,0.0,0.0,0.0,7531.030000000001,1434.32,7176.369994,0.0,4813.88,684.5600000000001,5212.260559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.6064900000001,0.0,8633.0,3405.0,6444.0,0.0,0.0,0.0,2166516.0,80602.0,386411.0,0.0,10384.0,7919.0,601939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54343.0,606,0
0.0,620.3199999999999,62.739999999999995,109.75,0.0,0.0,0.0,7722.009999999998,1438.9899999999998,9594.249988,0.0,4434.67,1019.6099999999998,5213.999887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.9074479999999,0.0,8958.0,3455.0,5997.0,0.0,0.0,0.0,2293358.0,80608.0,549961.0,0.0,9670.0,9253.0,626600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50113.0,569,0
0.0,661.1899999999999,62.87,106.96,0.0,0.0,0.0,3970.3699999999994,1424.33,9981.770014999998,0.0,4429.630000000001,719.2100000000002,4719.408557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.2461820000001,0.0,9636.0,3364.0,5054.0,0.0,0.0,0.0,1143750.0,77353.0,534716.0,0.0,9294.0,7549.0,546900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42973.0,460,0
0.0,685.8799999999999,41.830000000000005,76.59,0.0,0.0,0.0,6151.340000000001,1400.77,16024.820007000002,0.0,3628.009999999999,608.4800000000002,4747.060585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.636092,967.2832430000001,0.0,8429.0,3565.0,4779.0,0.0,0.0,0.0,970337.0,72491.0,1012445.0,0.0,8110.0,6214.0,569128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16102.0,50890.0,488,0
0.0,363.44,31.34,73.08,0.0,0.0,0.0,7807.01,1391.02,16396.609995,0.0,3661.189999999999,661.6899999999998,4528.839191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.535352,969.789338,0.0,7267.0,2479.0,3685.0,0.0,0.0,0.0,1132258.0,65362.0,1036047.0,0.0,7050.0,5841.0,522757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6306.0,50164.0,489,0
0.0,555.8799999999999,43.17,73.5,0.0,0.0,0.0,7734.950000000002,1373.0400000000004,17074.809997,0.0,4099.530000000002,676.4800000000001,5110.102256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.17694300000005,969.773361,0.0,7068.0,2768.0,4056.0,0.0,0.0,0.0,1141832.0,64129.0,1218530.0,0.0,7628.0,6583.0,557144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36079.0,60459.0,517,0
0.0,861.2799999999999,52.24000000000001,127.01,0.0,0.0,0.0,7659.4,1593.3300000000002,12259.899975,0.0,5167.160000000002,604.6800000000001,5692.971901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.132799,988.620948,0.0,8500.0,4070.0,5796.0,0.0,0.0,0.0,1332904.0,78507.0,803034.0,0.0,9865.0,7235.0,588243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63994.0,58329.0,615,0
0.0,631.6499999999999,114.03999999999999,103.58,0.0,0.0,0.0,7199.480000000001,1594.97,13209.410017000002,0.0,5065.339999999999,2390.4700000000003,5435.543736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.6568009999999,979.770939,0.0,8578.0,4942.0,5585.0,0.0,0.0,0.0,1371625.0,84532.0,862794.0,0.0,9806.0,16689.0,529363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113180.0,61907.0,607,0
0.0,622.8600000000001,116.31,145.06,0.0,0.0,0.0,6707.090000000003,1403.9799999999998,13380.249999,0.0,4958.040000000001,2192.629999999999,5499.119696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.168552000001,1688.346947,0.0,9338.0,5269.0,5342.0,0.0,0.0,0.0,1118921.0,83775.0,671954.0,0.0,9718.0,17584.0,559605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395244.0,78449.0,581,0
0.0,616.9500000000002,114.46000000000001,114.93,0.0,0.0,0.0,5584.919999999998,1275.22,13209.620006000001,0.0,5751.19,2052.24,5122.251605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2376.541068,1677.298871,0.0,10188.0,4274.0,5983.0,0.0,0.0,0.0,944529.0,76037.0,570832.0,0.0,9940.0,16264.0,509813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189287.0,88272.0,530,0
0.0,541.48,111.56,89.73,0.0,0.0,0.0,5230.7300000000005,1116.76,12988.679982999998,0.0,4478.360000000001,1604.59,4332.847992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.4377880000002,1664.314199,0.0,9305.0,5287.0,5929.0,0.0,0.0,0.0,830817.0,67141.0,618962.0,0.0,8597.0,13477.0,445470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70193.0,73462.0,493,0
0.0,543.6899999999999,114.78999999999999,94.25,0.0,0.0,0.0,5032.51,1008.78,13064.020001,0.0,4656.92,2041.3000000000002,4183.662431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.826475,1662.3977329999998,0.0,7920.0,4507.0,4528.0,0.0,0.0,0.0,799724.0,58708.0,750218.0,0.0,8055.0,15741.0,421010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79290.0,76358.0,514,0
0.0,480.63000000000005,117.39000000000003,131.58,0.0,0.0,0.0,6299.78,999.4799999999999,13252.310000000001,0.0,5115.11,2510.2600000000007,5350.186246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104.1477170000003,1703.5237579999998,0.0,7662.0,3783.0,4972.0,0.0,0.0,0.0,1118079.0,58139.0,859022.0,0.0,8901.0,18318.0,467202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435059.0,78678.0,562,0
0.0,623.9699999999999,1443.1599999999994,145.91,0.0,0.0,0.0,6132.26,1597.8500000000006,15068.869998,0.0,6040.809999999999,2247.62,4918.1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2064.762528,1752.096053,0.0,7517.0,17274.0,7961.0,0.0,0.0,0.0,1003590.0,54845.0,998394.0,0.0,11292.0,16391.0,511823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119707.0,81597.0,627,0
0.0,552.2,1435.7799999999995,120.15,0.0,0.0,0.0,6228.800000000001,1995.5500000000002,12934.959997,0.0,5709.219999999999,2042.8299999999997,4930.458095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2934.987953,3643.4825999999994,0.0,7530.0,13682.0,7776.0,0.0,0.0,0.0,864481.0,85215.0,763931.0,0.0,10679.0,16481.0,488102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267234.0,183014.0,539,0
0.0,421.67000000000013,1587.7899999999995,127.01,0.0,0.0,0.0,5902.13,1999.1100000000004,10579.520004000002,0.0,5024.15,1717.1599999999999,5158.818448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736.180652,4719.589146,0.0,7912.0,11902.0,6709.0,0.0,0.0,0.0,750150.0,109098.0,553054.0,0.0,10151.0,16013.0,521417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527015.0,400346.0,539,0
0.0,538.31,1366.59,81.21,0.0,0.0,0.0,5922.06,1722.6800000000003,10423.739996999999,0.0,5479.579999999999,1411.01,4098.135612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3011.514559,5338.915524999999,0.0,6210.0,14088.0,6238.0,0.0,0.0,0.0,719958.0,88552.0,536878.0,0.0,9974.0,13693.0,481873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448598.0,229529.0,475,0
0.0,624.91,1297.4700000000003,63.05,0.0,0.0,0.0,7252.459999999997,1830.1800000000003,12823.76,0.0,4838.930000000001,1171.0200000000002,3310.193945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2769.098266,5558.621063,0.0,5452.0,15379.0,5161.0,0.0,0.0,0.0,1022035.0,76103.0,681824.0,0.0,8819.0,11032.0,395600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255814.0,341167.0,467,0
0.0,751.1,725.6999999999998,74.13,0.0,0.0,0.0,7851.14,1860.8399999999997,13722.100002000001,0.0,4515.5099999999975,1091.02,2899.465966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945.6267529999996,9051.415346000002,0.0,4649.0,12018.0,3595.0,0.0,0.0,0.0,1548267.0,74629.0,693635.0,0.0,8042.0,10348.0,360085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745016.0,423034.0,440,0
0.0,948.4099999999999,401.94,83.36,0.0,0.0,0.0,7601.1900000000005,988.3999999999999,14067.049995,0.0,5382.66,1322.4800000000005,3461.757701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996.219965,8453.939445,0.0,5033.0,9839.0,3860.0,0.0,0.0,0.0,1887773.0,55463.0,725146.0,0.0,9212.0,10216.0,382993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731352.0,915977.0,495,0
0.0,963.58,452.1700000000001,100.08,0.0,0.0,0.0,2114.14,647.9499999999998,8934.069993999998,0.0,5431.340000000002,1156.4699999999998,3312.148014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167.873928,8865.370974,0.0,5955.0,10556.0,5003.0,0.0,0.0,0.0,438593.0,51226.0,424455.0,0.0,10323.0,9868.0,400928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789073.0,902394.0,500,0
0.0,979.7000000000002,150.92999999999998,109.24,0.0,0.0,0.0,1170.5599999999997,642.82,5040.900002,0.0,5265.38,1031.8300000000002,3255.194666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1839.094867,7732.463183,0.0,6098.0,3573.0,5116.0,0.0,0.0,0.0,562054.0,55701.0,271815.0,0.0,10006.0,8962.0,382365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598750.0,402390.0,485,0
0.0,815.1499999999997,31.49,100.39,0.0,0.0,0.0,3181.080000000001,1383.2299999999998,5039.130002999999,0.0,5192.859999999999,791.83,3352.476865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.884924,8022.621671,0.0,5667.0,761.0,5164.0,0.0,0.0,0.0,681632.0,100416.0,263760.0,0.0,10163.0,7134.0,380877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454683.0,286182.0,491,0
